param n := 128;
param : E :   a :=
100 77    10
100 78    1
100 79    6
100 80    32
100 81    10
100 82    17
100 83    13
100 84    12
100 85    7
100 86    7
100 87    11
100 88    7
100 89    14
100 90    12
100 91    11
100 92    6
100 93    11
100 94    4
100 95    1
100 96    37
100 97    9
100 98    9
100 99    1
100 100    17
100 101    4
100 102    9
100 103    5
100 104    4
100 105    3
100 106    10
100 107    13
100 108    22
100 109    12
100 110    26
100 111    2
100 112    65
100 113    11
100 114    13
100 115    13
100 116    23
100 117    16
100 118    23
100 119    1
100 120    36
100 121    9
100 122    5
100 123    24
100 124    45
100 125    30
100 126    17
100 127    28
100 128    38
101 1    3
101 2    7
101 3    11
101 4    17
101 5    1
101 6    7
101 7    3
101 8    12
101 9    5
101 10    15
101 11    4
101 12    15
101 13    15
101 14    1
101 15    7
101 16    6
101 17    9
101 18    15
101 19    15
101 20    13
101 21    17
101 22    11
101 23    1
101 24    3
101 25    5
101 26    16
101 27    5
101 28    17
101 29    7
101 30    14
101 31    10
101 32    26
101 33    8
101 34    10
101 35    1
101 36    14
101 37    8
101 38    16
101 39    16
101 40    17
101 41    17
101 42    4
101 43    2
101 44    5
101 45    13
101 46    3
101 47    4
101 48    9
101 49    6
101 50    15
101 51    15
101 52    12
101 53    13
101 54    6
101 55    8
101 56    17
101 57    15
101 58    10
101 59    16
101 60    5
101 61    10
101 62    16
101 63    6
101 64    1
101 65    49
101 66    26
101 67    5
101 68    8
101 69    9
101 70    14
101 71    12
101 72    7
101 73    18
101 74    17
101 75    13
101 76    15
101 77    6
101 78    5
101 79    7
101 80    10
101 81    18
101 82    11
101 83    9
101 84    17
101 85    2
101 86    7
101 87    16
101 88    17
101 89    11
101 90    16
101 91    8
101 92    30
101 93    5
101 94    5
101 95    10
101 96    45
101 97    11
101 98    3
101 99    13
101 100    8
101 101    6
101 102    1
101 103    3
101 104    16
101 105    14
101 106    11
101 107    4
101 108    6
101 109    6
101 110    12
101 111    19
101 112    31
101 113    8
101 114    1
101 115    6
101 116    13
101 117    3
101 118    13
101 119    10
101 120    42
101 121    7
101 122    6
101 123    6
101 124    12
101 125    21
101 126    31
101 127    63
101 128    68
102 1    15
102 2    10
102 3    6
102 4    1
102 5    1
102 6    11
102 7    1
102 8    11
102 9    13
102 10    10
102 11    1
102 12    8
102 13    4
102 14    8
102 15    13
102 16    3
102 17    12
102 18    11
102 19    7
102 20    9
102 21    7
102 22    17
102 23    8
102 24    1
102 25    5
102 26    3
102 27    16
102 28    4
102 29    8
102 30    5
102 31    11
102 32    17
102 33    20
102 34    5
102 35    11
102 36    15
102 37    17
102 38    2
102 39    9
102 40    10
102 41    8
102 42    7
102 43    2
102 44    11
102 45    8
102 46    14
102 47    9
102 48    7
102 49    5
102 50    5
102 51    5
102 52    6
102 53    2
102 54    13
102 55    14
102 56    23
102 57    16
102 58    3
102 59    7
102 60    32
102 61    14
102 62    14
102 63    1
102 64    15
102 65    51
102 66    11
102 67    13
102 68    6
102 69    13
102 70    3
102 71    3
102 72    1
102 73    3
102 74    3
102 75    5
102 76    15
102 77    3
102 78    3
102 79    8
102 80    12
102 81    19
102 82    1
102 83    6
102 84    16
102 85    4
102 86    6
102 87    11
102 88    8
102 89    1
102 90    14
102 91    11
102 92    5
102 93    12
102 94    13
102 95    5
102 96    11
102 97    3
102 98    3
102 99    13
102 100    1
102 101    14
102 102    7
102 103    9
102 104    22
102 105    3
102 106    3
102 107    11
102 108    21
102 109    3
102 110    3
102 111    31
102 112    65
102 113    5
102 114    13
102 115    14
102 116    5
102 117    7
102 118    19
102 119    12
102 120    58
102 121    5
102 122    13
102 123    16
102 124    11
102 125    28
102 126    58
102 127    16
102 128    37
103 1    17
103 2    4
103 3    10
103 4    10
103 5    8
103 6    13
103 7    6
103 8    15
103 9    11
103 10    8
103 11    17
103 12    9
103 13    7
103 14    5
103 15    11
103 16    1
103 17    4
103 18    15
103 19    7
103 20    5
103 21    11
103 22    2
103 23    10
103 24    1
103 25    16
103 26    3
103 27    8
103 28    16
103 29    13
103 30    13
103 31    9
103 32    1
103 33    27
103 34    3
103 35    12
103 36    12
103 37    4
103 38    14
103 39    3
103 40    12
103 41    15
103 42    2
103 43    4
103 44    16
103 45    14
103 46    13
103 47    16
103 48    30
103 49    11
103 50    16
103 51    9
103 52    16
103 53    11
103 54    17
103 55    14
103 56    10
103 57    12
103 58    2
103 59    2
103 60    29
103 61    4
103 62    10
103 63    21
103 64    43
103 65    17
103 66    6
103 67    28
103 68    4
103 69    11
103 70    3
103 71    3
103 72    8
103 73    18
103 74    4
103 75    3
103 76    6
103 77    4
103 78    16
103 79    15
103 80    22
103 81    22
103 82    5
103 83    15
103 84    16
103 85    15
103 86    4
103 87    13
103 88    23
103 89    2
103 90    5
103 91    16
103 92    6
103 93    5
103 94    14
103 95    6
103 96    25
103 97    9
103 98    4
103 99    5
103 100    2
103 101    8
103 102    10
103 103    12
103 104    30
103 105    14
103 106    17
103 107    4
103 108    16
103 109    7
103 110    28
103 111    19
103 112    10
103 113    10
103 114    17
103 115    17
103 116    28
103 117    13
103 118    22
103 119    15
103 120    19
103 121    10
103 122    20
103 123    20
103 124    26
103 125    1
103 126    36
103 127    43
103 128    20
104 1    24
104 2    28
104 3    18
104 4    14
104 5    14
104 6    14
104 7    25
104 8    28
104 9    29
104 10    3
104 11    31
104 12    5
104 13    23
104 14    21
104 15    33
104 16    19
104 17    4
104 18    31
104 19    33
104 20    25
104 21    29
104 22    11
104 23    7
104 24    7
104 25    30
104 26    26
104 27    28
104 28    6
104 29    28
104 30    20
104 31    7
104 32    18
104 33    17
104 34    5
104 35    4
104 36    11
104 37    15
104 38    31
104 39    23
104 40    21
104 41    7
104 42    4
104 43    1
104 44    23
104 45    24
104 46    16
104 47    16
104 48    18
104 49    9
104 50    2
104 51    5
104 52    17
104 53    11
104 54    12
104 55    22
104 56    30
104 57    10
104 58    8
104 59    30
104 60    4
104 61    26
104 62    18
104 63    8
104 64    51
104 65    34
104 66    1
104 67    13
104 68    3
104 69    6
104 70    16
104 71    20
104 72    13
104 73    23
104 74    12
104 75    1
104 76    13
104 77    15
104 78    6
104 79    31
104 80    7
104 81    26
104 82    30
104 83    27
104 84    32
104 85    28
104 86    1
104 87    27
104 88    3
104 89    12
104 90    26
104 91    14
104 92    7
104 93    8
104 94    22
104 95    32
104 96    41
104 97    29
104 98    13
104 99    7
104 100    22
104 101    27
104 102    10
104 103    28
104 104    9
104 105    6
104 106    29
104 107    15
104 108    25
104 109    28
104 110    21
104 111    33
104 112    15
104 113    17
104 114    7
104 115    2
104 116    26
104 117    18
104 118    23
104 119    25
104 120    40
104 121    13
104 122    21
104 123    23
104 124    55
104 125    15
104 126    5
104 127    19
104 128    126
105 1    15
105 2    1
105 3    10
105 4    10
105 5    6
105 6    2
105 7    9
105 8    12
105 9    8
105 10    9
105 11    1
105 12    5
105 13    17
105 14    16
105 15    14
105 16    16
105 17    7
105 18    2
105 19    11
105 20    11
105 21    2
105 22    1
105 23    15
105 24    11
105 25    9
105 26    14
105 27    4
105 28    9
105 29    11
105 30    15
105 31    17
105 32    10
105 33    5
105 34    4
105 35    7
105 36    10
105 37    7
105 38    10
105 39    10
105 40    15
105 41    5
105 42    1
105 43    5
105 44    14
105 45    15
105 46    15
105 47    12
105 48    28
105 49    13
105 50    16
105 51    4
105 52    14
105 53    3
105 54    10
105 55    15
105 56    33
105 57    2
105 58    10
105 59    12
105 60    7
105 61    14
105 62    28
105 63    4
105 64    33
105 65    29
105 66    19
105 67    31
105 68    16
105 69    6
105 70    1
105 71    7
105 72    7
105 73    12
105 74    10
105 75    9
105 76    17
105 77    6
105 78    7
105 79    6
105 80    7
105 81    29
105 82    8
105 83    17
105 84    16
105 85    13
105 86    10
105 87    17
105 88    25
105 89    14
105 90    7
105 91    15
105 92    8
105 93    6
105 94    16
105 95    10
105 96    49
105 97    6
105 98    6
105 99    13
105 100    10
105 101    12
105 102    17
105 103    9
105 104    10
105 105    11
105 106    16
105 107    14
105 108    2
105 109    4
105 110    23
105 111    27
105 112    21
105 113    4
105 114    5
105 115    6
105 116    26
105 117    3
105 118    10
105 119    30
105 120    18
105 121    13
105 122    16
105 123    4
105 124    16
105 125    17
105 126    23
105 127    39
105 128    27
106 1    9
106 2    17
106 3    7
106 4    5
106 5    3
106 6    17
106 7    12
106 8    17
106 9    15
106 10    12
106 11    11
106 12    17
106 13    5
106 14    14
106 15    15
106 16    10
106 17    11
106 18    16
106 19    3
106 20    7
106 21    3
106 22    8
106 23    8
106 24    1
106 25    3
106 26    5
106 27    17
106 28    10
106 29    10
106 30    1
106 31    4
106 32    9
106 33    18
106 34    13
106 35    4
106 36    17
106 37    14
106 38    15
106 39    7
106 40    5
106 41    12
106 42    5
106 43    6
106 44    2
106 45    14
106 46    6
106 47    4
106 48    12
106 49    6
106 50    1
106 51    7
106 52    16
106 53    15
106 54    17
106 55    7
106 56    9
106 57    7
106 58    1
106 59    12
106 60    18
106 61    13
106 62    24
106 63    16
106 64    36
106 65    52
106 66    26
106 67    21
106 68    11
106 69    6
106 70    2
106 71    10
106 72    11
106 73    27
106 74    2
106 75    11
106 76    9
106 77    6
106 78    2
106 79    8
106 80    21
106 81    5
106 82    4
106 83    1
106 84    6
106 85    5
106 86    11
106 87    15
106 88    25
106 89    2
106 90    13
106 91    3
106 92    2
106 93    14
106 94    33
106 95    11
106 96    5
106 97    11
106 98    5
106 99    17
106 100    2
106 101    1
106 102    4
106 103    12
106 104    12
106 105    4
106 106    17
106 107    10
106 108    3
106 109    14
106 110    21
106 111    12
106 112    43
106 113    7
106 114    8
106 115    13
106 116    3
106 117    1
106 118    30
106 119    10
106 120    43
106 121    3
106 122    22
106 123    16
106 124    3
106 125    10
106 126    13
106 127    21
106 128    79
107 1    4
107 2    14
107 3    16
107 4    12
107 5    12
107 6    15
107 7    7
107 8    12
107 9    17
107 10    15
107 11    16
107 12    17
107 13    8
107 14    5
107 15    7
107 16    9
107 17    12
107 18    2
107 19    2
107 20    9
107 21    14
107 22    1
107 23    12
107 24    8
107 25    3
107 26    6
107 27    3
107 28    9
107 29    3
107 30    7
107 31    12
107 32    29
107 33    22
107 34    1
107 35    17
107 36    11
107 37    17
107 38    16
107 39    4
107 40    14
107 41    4
107 42    7
107 43    12
107 44    4
107 45    1
107 46    5
107 47    11
107 48    1
107 49    4
107 50    16
107 51    2
107 52    17
107 53    8
107 54    9
107 55    7
107 56    8
107 57    14
107 58    10
107 59    4
107 60    26
107 61    7
107 62    10
107 63    10
107 64    15
107 65    18
107 66    28
107 67    22
107 68    14
107 69    33
107 70    3
107 71    15
107 72    3
107 73    15
107 74    11
107 75    16
107 76    13
107 77    17
107 78    14
107 79    5
107 80    17
107 81    11
107 82    17
107 83    8
107 84    3
107 85    13
107 86    13
107 87    7
107 88    7
107 89    9
107 90    13
107 91    12
107 92    18
107 93    1
107 94    16
107 95    9
107 96    31
107 97    19
107 98    4
107 99    10
107 100    17
107 101    8
107 102    12
107 103    5
107 104    22
107 105    14
107 106    3
107 107    17
107 108    21
107 109    9
107 110    26
107 111    17
107 112    19
107 113    17
107 114    13
107 115    11
107 116    27
107 117    9
107 118    12
107 119    23
107 120    10
107 121    15
107 122    26
107 123    20
107 124    24
107 125    28
107 126    9
107 127    62
107 128    20
108 1    25
108 2    22
108 3    8
108 4    3
108 5    14
108 6    7
108 7    10
108 8    1
108 9    8
108 10    30
108 11    21
108 12    33
108 13    24
108 14    23
108 15    5
108 16    2
108 17    18
108 18    27
108 19    17
108 20    2
108 21    2
108 22    6
108 23    2
108 24    3
108 25    10
108 26    8
108 27    21
108 28    30
108 29    26
108 30    2
108 31    28
108 32    32
108 33    13
108 34    8
108 35    4
108 36    19
108 37    6
108 38    29
108 39    24
108 40    15
108 41    31
108 42    7
108 43    20
108 44    23
108 45    28
108 46    28
108 47    27
108 48    6
108 49    20
108 50    10
108 51    25
108 52    5
108 53    5
108 54    28
108 55    20
108 56    28
108 57    15
108 58    19
108 59    10
108 60    12
108 61    27
108 62    18
108 63    1
108 64    40
108 65    29
108 66    1
108 67    16
108 68    10
108 69    26
108 70    11
108 71    7
108 72    25
108 73    7
108 74    19
108 75    19
108 76    5
108 77    30
108 78    23
108 79    17
108 80    18
108 81    31
108 82    32
108 83    18
108 84    18
108 85    23
108 86    33
108 87    32
108 88    2
108 89    1
108 90    30
108 91    33
108 92    31
108 93    6
108 94    26
108 95    24
108 96    39
108 97    14
108 98    2
108 99    12
108 100    22
108 101    2
108 102    33
108 103    20
108 104    13
108 105    25
108 106    1
108 107    5
108 108    2
108 109    12
108 110    25
108 111    6
108 112    24
108 113    27
108 114    5
108 115    14
108 116    4
108 117    23
108 118    26
108 119    15
108 120    42
108 121    20
108 122    14
108 123    27
108 124    56
108 125    12
108 126    53
108 127    44
108 128    63
109 1    1
109 2    6
109 3    9
109 4    9
109 5    14
109 6    14
109 7    7
109 8    3
109 9    8
109 10    7
109 11    5
109 12    15
109 13    17
109 14    3
109 15    11
109 16    12
109 17    3
109 18    7
109 19    1
109 20    12
109 21    3
109 22    12
109 23    3
109 24    2
109 25    6
109 26    15
109 27    11
109 28    6
109 29    7
109 30    7
109 31    1
109 32    5
109 33    18
109 34    6
109 35    12
109 36    15
109 37    13
109 38    11
109 39    15
109 40    9
109 41    7
109 42    13
109 43    11
109 44    4
109 45    9
109 46    15
109 47    14
109 48    10
109 49    1
109 50    15
109 51    6
109 52    12
109 53    6
109 54    12
109 55    15
109 56    27
109 57    9
109 58    3
109 59    17
109 60    33
109 61    15
109 62    7
109 63    24
109 64    58
109 65    24
109 66    24
109 67    25
109 68    12
109 69    23
109 70    2
109 71    1
109 72    12
109 73    3
109 74    11
109 75    15
109 76    15
109 77    16
109 78    6
109 79    17
109 80    25
109 81    13
109 82    5
109 83    4
109 84    16
109 85    14
109 86    12
109 87    5
109 88    17
109 89    2
109 90    2
109 91    14
109 92    7
109 93    8
109 94    29
109 95    25
109 96    25
109 97    14
109 98    17
109 99    3
109 100    5
109 101    5
109 102    1
109 103    2
109 104    22
109 105    3
109 106    3
109 107    9
109 108    2
109 109    13
109 110    17
109 111    25
109 112    12
109 113    6
109 114    11
109 115    8
109 116    28
109 117    12
109 118    33
109 119    2
109 120    29
109 121    5
109 122    9
109 123    33
109 124    38
109 125    26
109 126    6
109 127    42
109 128    18
110 1    22
110 2    2
110 3    21
110 4    19
110 5    2
110 6    5
110 7    31
110 8    11
110 9    5
110 10    1
110 11    31
110 12    3
110 13    3
110 14    5
110 15    22
110 16    2
110 17    31
110 18    17
110 19    20
110 20    20
110 21    22
110 22    17
110 23    3
110 24    11
110 25    17
110 26    2
110 27    30
110 28    26
110 29    10
110 30    4
110 31    4
110 32    13
110 33    28
110 34    2
110 35    1
110 36    1
110 37    26
110 38    9
110 39    28
110 40    8
110 41    11
110 42    5
110 43    31
110 44    27
110 45    13
110 46    7
110 47    24
110 48    15
110 49    16
110 50    17
110 51    20
110 52    4
110 53    9
110 54    3
110 55    12
110 56    3
110 57    9
110 58    30
110 59    33
110 60    18
110 61    31
110 62    6
110 63    22
110 64    43
110 65    63
110 66    25
110 67    20
110 68    31
110 69    20
110 70    20
110 71    19
110 72    18
110 73    14
110 74    22
110 75    7
110 76    22
110 77    18
110 78    19
110 79    12
110 80    33
110 81    17
110 82    1
110 83    31
110 84    25
110 85    6
110 86    13
110 87    3
110 88    19
110 89    25
110 90    12
110 91    4
110 92    29
110 93    15
110 94    7
110 95    3
110 96    14
110 97    4
110 98    17
110 99    14
110 100    20
110 101    12
110 102    33
110 103    3
110 104    24
110 105    30
110 106    26
110 107    29
110 108    30
110 109    14
110 110    28
110 111    28
110 112    38
110 113    7
110 114    22
110 115    18
110 116    24
110 117    7
110 118    9
110 119    4
110 120    52
110 121    24
110 122    3
110 123    9
110 124    30
110 125    3
110 126    56
110 127    51
110 128    69
111 1    6
111 2    1
111 3    19
111 4    14
111 5    10
111 6    3
111 7    16
111 8    32
111 9    17
111 10    29
111 11    18
111 12    19
111 13    13
111 14    4
111 15    5
111 16    14
111 17    31
111 18    28
111 19    29
111 20    28
111 21    20
111 22    13
111 23    6
111 24    28
111 25    15
111 26    11
111 27    16
111 28    2
111 29    17
111 30    21
111 31    8
111 32    19
111 33    33
111 34    12
111 35    16
111 36    29
111 37    7
111 38    31
111 39    30
111 40    30
111 41    9
111 42    25
111 43    23
111 44    31
111 45    12
111 46    6
111 47    7
111 48    28
111 49    12
111 50    9
111 51    9
111 52    10
111 53    28
111 54    24
111 55    20
111 56    31
111 57    3
111 58    12
111 59    2
111 60    21
111 61    1
111 62    26
111 63    32
111 64    34
111 65    5
111 66    25
111 67    9
111 68    18
111 69    27
111 70    32
111 71    15
111 72    11
111 73    14
111 74    9
111 75    25
111 76    9
111 77    11
111 78    25
111 79    22
111 80    32
111 81    25
111 82    3
111 83    18
111 84    9
111 85    26
111 86    30
111 87    1
111 88    4
111 89    19
111 90    24
111 91    1
111 92    16
111 93    31
111 94    4
111 95    31
111 96    34
111 97    1
111 98    1
111 99    7
111 100    13
111 101    29
111 102    31
111 103    17
111 104    16
111 105    31
111 106    6
111 107    6
111 108    13
111 109    32
111 110    16
111 111    19
111 112    34
111 113    30
111 114    29
111 115    11
111 116    21
111 117    7
111 118    3
111 119    1
111 120    31
111 121    18
111 122    28
111 123    25
111 124    65
111 125    12
111 126    28
111 127    10
111 128    127
112 1    34
112 2    13
112 3    3
112 4    48
112 5    12
112 6    21
112 7    4
112 8    42
112 9    59
112 10    54
112 11    19
112 12    12
112 13    31
112 14    58
112 15    10
112 16    23
112 17    9
112 18    5
112 19    20
112 20    22
112 21    42
112 22    36
112 23    57
112 24    18
112 25    27
112 26    2
112 27    39
112 28    39
112 29    32
112 30    18
112 31    40
112 32    30
112 33    53
112 34    7
112 35    9
112 36    61
112 37    7
112 38    7
112 39    47
112 40    6
112 41    48
112 42    43
112 43    20
112 44    3
112 45    27
112 46    65
112 47    60
112 48    51
112 49    44
112 50    43
112 51    15
112 52    42
112 53    3
112 54    28
112 55    36
112 56    32
112 57    29
112 58    43
112 59    22
112 60    52
112 61    33
112 62    39
112 63    8
112 64    39
112 65    54
112 66    20
112 67    63
112 68    52
112 69    42
112 70    21
112 71    33
112 72    31
112 73    64
112 74    24
112 75    52
112 76    27
112 77    25
112 78    4
112 79    49
112 80    23
112 81    63
112 82    32
112 83    28
112 84    49
112 85    59
112 86    20
112 87    53
112 88    19
112 89    15
112 90    3
112 91    31
112 92    32
112 93    34
112 94    11
112 95    35
112 96    2
112 97    40
112 98    54
112 99    57
112 100    17
112 101    62
112 102    27
112 103    50
112 104    35
112 105    59
112 106    33
112 107    19
112 108    13
112 109    32
112 110    51
112 111    3
112 112    42
112 113    64
112 114    36
112 115    24
112 116    43
112 117    10
112 118    14
112 119    44
112 120    49
112 121    44
112 122    58
112 123    8
112 124    34
112 125    56
112 126    59
112 127    44
112 128    120
113 1    8
113 2    17
113 3    9
113 4    13
113 5    14
113 6    5
113 7    6
113 8    17
113 9    9
113 10    4
113 11    3
113 12    8
113 13    2
113 14    16
113 15    4
113 16    10
113 17    14
113 18    8
113 19    5
113 20    5
113 21    17
113 22    3
113 23    3
113 24    1
113 25    2
113 26    13
113 27    11
113 28    4
113 29    2
113 30    3
113 31    12
113 32    10
113 33    29
113 34    6
113 35    1
113 36    7
113 37    14
113 38    11
113 39    4
113 40    3
113 41    12
113 42    2
113 43    12
113 44    11
113 45    4
113 46    14
113 47    14
113 48    29
113 49    3
113 50    7
113 51    9
113 52    6
113 53    2
113 54    8
113 55    15
113 56    9
113 57    16
113 58    6
113 59    1
113 60    13
113 61    13
113 62    9
113 63    2
113 64    46
113 65    22
113 66    15
113 67    7
113 68    4
113 69    30
113 70    2
113 71    16
113 72    8
113 73    22
113 74    14
113 75    5
113 76    13
113 77    12
113 78    4
113 79    1
113 80    21
113 81    2
113 82    3
113 83    11
113 84    14
113 85    2
113 86    17
113 87    13
113 88    6
113 89    4
113 90    15
113 91    13
113 92    25
113 93    3
113 94    19
113 95    7
113 96    23
113 97    1
113 98    13
113 99    17
113 100    4
113 101    10
113 102    9
113 103    5
113 104    6
113 105    9
113 106    11
113 107    12
113 108    32
113 109    17
113 110    4
113 111    2
113 112    48
113 113    9
113 114    13
113 115    13
113 116    5
113 117    12
113 118    2
113 119    14
113 120    14
113 121    16
113 122    31
113 123    22
113 124    27
113 125    4
113 126    32
113 127    44
113 128    124
114 1    1
114 2    8
114 3    12
114 4    9
114 5    3
114 6    4
114 7    4
114 8    9
114 9    1
114 10    3
114 11    5
114 12    10
114 13    14
114 14    3
114 15    6
114 16    2
114 17    1
114 18    3
114 19    11
114 20    7
114 21    11
114 22    10
114 23    16
114 24    11
114 25    7
114 26    14
114 27    16
114 28    10
114 29    10
114 30    9
114 31    5
114 32    7
114 33    13
114 34    10
114 35    14
114 36    6
114 37    3
114 38    16
114 39    11
114 40    14
114 41    13
114 42    6
114 43    16
114 44    10
114 45    6
114 46    3
114 47    12
114 48    32
114 49    17
114 50    6
114 51    6
114 52    17
114 53    13
114 54    13
114 55    1
114 56    10
114 57    11
114 58    5
114 59    16
114 60    23
114 61    12
114 62    9
114 63    29
114 64    12
114 65    44
114 66    7
114 67    27
114 68    5
114 69    22
114 70    9
114 71    17
114 72    5
114 73    17
114 74    4
114 75    11
114 76    6
114 77    16
114 78    9
114 79    16
114 80    11
114 81    31
114 82    6
114 83    14
114 84    4
114 85    15
114 86    10
114 87    11
114 88    19
114 89    15
114 90    12
114 91    13
114 92    4
114 93    3
114 94    9
114 95    9
114 96    57
114 97    31
114 98    13
114 99    11
114 100    6
114 101    11
114 102    15
114 103    14
114 104    11
114 105    13
114 106    4
114 107    9
114 108    28
114 109    1
114 110    8
114 111    17
114 112    50
114 113    8
114 114    12
114 115    10
114 116    1
114 117    10
114 118    23
114 119    22
114 120    35
114 121    4
114 122    4
114 123    32
114 124    51
114 125    23
114 126    44
114 127    27
114 128    106
115 1    8
115 2    9
115 3    2
115 4    1
115 5    14
115 6    14
115 7    16
115 8    16
115 9    14
115 10    15
115 11    8
115 12    6
115 13    3
115 14    15
115 15    4
115 16    12
115 17    6
115 18    3
115 19    3
115 20    9
115 21    14
115 22    17
115 23    11
115 24    3
115 25    13
115 26    2
115 27    10
115 28    3
115 29    2
115 30    12
115 31    15
115 32    26
115 33    14
115 34    16
115 35    3
115 36    12
115 37    1
115 38    9
115 39    15
115 40    12
115 41    5
115 42    16
115 43    4
115 44    6
115 45    12
115 46    11
115 47    4
115 48    26
115 49    17
115 50    5
115 51    14
115 52    15
115 53    14
115 54    9
115 55    1
115 56    17
115 57    5
115 58    13
115 59    15
115 60    15
115 61    8
115 62    13
115 63    29
115 64    65
115 65    44
115 66    6
115 67    6
115 68    5
115 69    5
115 70    1
115 71    6
115 72    9
115 73    17
115 74    13
115 75    6
115 76    7
115 77    6
115 78    5
115 79    5
115 80    13
115 81    6
115 82    17
115 83    5
115 84    4
115 85    2
115 86    13
115 87    11
115 88    1
115 89    11
115 90    12
115 91    7
115 92    17
115 93    5
115 94    1
115 95    13
115 96    53
115 97    12
115 98    15
115 99    14
115 100    6
115 101    5
115 102    1
115 103    7
115 104    9
115 105    6
115 106    13
115 107    16
115 108    9
115 109    3
115 110    23
115 111    21
115 112    3
115 113    3
115 114    5
115 115    12
115 116    9
115 117    1
115 118    10
115 119    2
115 120    26
115 121    12
115 122    32
115 123    8
115 124    47
115 125    24
115 126    42
115 127    26
115 128    57
116 1    5
116 2    13
116 3    12
116 4    2
116 5    2
116 6    24
116 7    4
116 8    20
116 9    21
116 10    7
116 11    3
116 12    9
116 13    9
116 14    3
116 15    26
116 16    22
116 17    23
116 18    21
116 19    13
116 20    30
116 21    32
116 22    10
116 23    14
116 24    29
116 25    12
116 26    31
116 27    29
116 28    29
116 29    21
116 30    30
116 31    8
116 32    30
116 33    31
116 34    14
116 35    13
116 36    3
116 37    14
116 38    33
116 39    23
116 40    21
116 41    14
116 42    20
116 43    11
116 44    5
116 45    14
116 46    11
116 47    4
116 48    11
116 49    19
116 50    15
116 51    12
116 52    5
116 53    31
116 54    15
116 55    25
116 56    27
116 57    27
116 58    30
116 59    24
116 60    1
116 61    31
116 62    10
116 63    13
116 64    54
116 65    27
116 66    23
116 67    22
116 68    7
116 69    17
116 70    9
116 71    19
116 72    28
116 73    19
116 74    4
116 75    28
116 76    25
116 77    24
116 78    12
116 79    24
116 80    17
116 81    14
116 82    11
116 83    29
116 84    6
116 85    15
116 86    4
116 87    6
116 88    12
116 89    32
116 90    25
116 91    23
116 92    25
116 93    22
116 94    7
116 95    21
116 96    17
116 97    20
116 98    15
116 99    11
116 100    21
116 101    4
116 102    11
116 103    28
116 104    29
116 105    29
116 106    19
116 107    32
116 108    26
116 109    13
116 110    4
116 111    1
116 112    16
116 113    5
116 114    14
116 115    9
116 116    22
116 117    9
116 118    4
116 119    12
116 120    7
116 121    2
116 122    33
116 123    5
116 124    6
116 125    13
116 126    53
116 127    32
116 128    70
117 1    2
117 2    1
117 3    2
117 4    1
117 5    13
117 6    7
117 7    8
117 8    15
117 9    2
117 10    13
117 11    3
117 12    7
117 13    1
117 14    16
117 15    7
117 16    12
117 17    9
117 18    12
117 19    11
117 20    15
117 21    8
117 22    17
117 23    4
117 24    6
117 25    1
117 26    6
117 27    12
117 28    11
117 29    8
117 30    1
117 31    4
117 32    27
117 33    28
117 34    9
117 35    2
117 36    17
117 37    17
117 38    12
117 39    3
117 40    1
117 41    13
117 42    7
117 43    5
117 44    4
117 45    1
117 46    16
117 47    13
117 48    20
117 49    12
117 50    9
117 51    11
117 52    5
117 53    6
117 54    13
117 55    15
117 56    2
117 57    2
117 58    5
117 59    7
117 60    14
117 61    1
117 62    16
117 63    1
117 64    52
117 65    34
117 66    7
117 67    20
117 68    6
117 69    20
117 70    11
117 71    12
117 72    15
117 73    13
117 74    17
117 75    14
117 76    14
117 77    17
117 78    4
117 79    5
117 80    17
117 81    21
117 82    15
117 83    2
117 84    14
117 85    1
117 86    4
117 87    2
117 88    19
117 89    5
117 90    13
117 91    8
117 92    11
117 93    6
117 94    18
117 95    21
117 96    6
117 97    28
117 98    17
117 99    11
117 100    7
117 101    6
117 102    12
117 103    8
117 104    28
117 105    2
117 106    4
117 107    13
117 108    8
117 109    17
117 110    10
117 111    19
117 112    63
117 113    6
117 114    11
117 115    16
117 116    28
117 117    12
117 118    17
117 119    2
117 120    48
117 121    4
117 122    13
117 123    24
117 124    22
117 125    26
117 126    42
117 127    45
117 128    125
118 1    26
118 2    12
118 3    16
118 4    20
118 5    28
118 6    9
118 7    12
118 8    15
118 9    10
118 10    26
118 11    9
118 12    31
118 13    7
118 14    7
118 15    14
118 16    23
118 17    20
118 18    22
118 19    10
118 20    9
118 21    20
118 22    28
118 23    15
118 24    33
118 25    25
118 26    18
118 27    5
118 28    18
118 29    17
118 30    5
118 31    20
118 32    20
118 33    12
118 34    3
118 35    26
118 36    11
118 37    15
118 38    13
118 39    17
118 40    31
118 41    19
118 42    5
118 43    14
118 44    24
118 45    10
118 46    26
118 47    25
118 48    13
118 49    18
118 50    21
118 51    30
118 52    1
118 53    10
118 54    24
118 55    31
118 56    20
118 57    33
118 58    10
118 59    15
118 60    9
118 61    27
118 62    2
118 63    8
118 64    23
118 65    11
118 66    30
118 67    14
118 68    13
118 69    4
118 70    27
118 71    30
118 72    23
118 73    7
118 74    4
118 75    6
118 76    32
118 77    8
118 78    29
118 79    2
118 80    20
118 81    13
118 82    4
118 83    21
118 84    33
118 85    17
118 86    8
118 87    16
118 88    27
118 89    29
118 90    1
118 91    16
118 92    1
118 93    28
118 94    7
118 95    29
118 96    24
118 97    2
118 98    10
118 99    33
118 100    32
118 101    15
118 102    20
